"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"6.10","0.38","0.47","1.40","0.051","59.00","210.00","0.99309","3.24","0.50","9.60","5"
"6.00","0.29","0.41","10.80","0.048","55.00","149.00","0.9937","3.09","0.59","10.966667","7"
"6.60","0.25","0.25","1.30","0.04","28.00","85.00","0.98984","2.87","0.48","11.20","6"
"5.70","0.21","0.37","4.50","0.04","58.00","140.00","0.99332","3.29","0.62","10.60","6"
"6.50","0.25","0.32","9.90","0.045","41.00","128.00","0.99636","3.18","0.52","9.60","6"
"6.00","0.28","0.52","6.20","0.028","37.00","104.00","0.99161","3.28","0.51","11.80","7"
"7.20","0.26","0.32","10.40","0.062","23.00","114.00","0.9966","3.23","0.49","10.50","5"
"6.70","0.16","0.32","12.50","0.035","18.00","156.00","0.99666","2.88","0.36","9.00","6"
"6.90","0.19","0.31","19.25","0.043","38.00","167.00","0.99954","2.93","0.52","9.10","7"
"6.10","0.15","0.40","1.20","0.03","19.00","84.00","0.98926","3.19","0.96","13.00","6"
"6.30","0.36","0.50","8.30","0.053","51.00","202.00","0.9955","3.20","0.51","9.60","6"
"6.10","0.22","0.40","1.85","0.031","25.00","111.00","0.98966","3.03","0.30","11.80","7"
"5.60","0.205","0.16","12.55","0.051","31.00","115.00","0.99564","3.40","0.38","10.80","6"
"5.40","0.205","0.16","12.55","0.051","31.00","115.00","0.99564","3.40","0.38","10.80","6"
"5.50","0.315","0.38","2.60","0.033","10.00","69.00","0.9909","3.12","0.59","10.80","6"
"4.80","0.225","0.38","1.20","0.074","47.00","130.00","0.99132","3.31","0.40","10.30","6"
"5.20","0.24","0.15","7.10","0.043","32.00","134.00","0.99378","3.24","0.48","9.90","6"
"6.60","0.27","0.32","1.30","0.044","18.00","93.00","0.99044","3.11","0.56","12.25","5"
"6.40","0.42","0.46","8.40","0.05","58.00","180.00","0.99495","3.18","0.46","9.70","6"
"7.20","0.21","0.31","10.50","0.035","36.00","122.00","0.99478","3.12","0.40","10.60","6"
"7.90","0.30","0.60","1.85","0.048","13.00","106.00","0.99331","3.24","0.49","11.85","5"
"5.30","0.31","0.38","10.50","0.031","53.00","140.00","0.99321","3.34","0.46","11.70","6"
"5.20","0.185","0.22","1.00","0.03","47.00","123.00","0.99218","3.55","0.44","10.15","6"
"5.50","0.16","0.26","1.50","0.032","35.00","100.00","0.99076","3.43","0.77","12.00","6"
"6.60","0.17","0.26","7.40","0.052","45.00","128.00","0.99388","3.16","0.37","10.00","6"
"5.30","0.40","0.25","3.90","0.031","45.00","130.00","0.99072","3.31","0.58","11.75","7"
"5.20","0.30","0.34","1.50","0.038","18.00","96.00","0.98942","3.56","0.48","13.00","8"
"6.60","0.19","0.25","1.20","0.052","34.00","181.00","0.99352","3.30","0.42","9.40","7"
"6.80","0.27","0.30","13.00","0.047","69.00","160.00","0.99705","3.16","0.50","9.60","6"
"6.80","0.27","0.30","13.00","0.047","69.00","160.00","0.99705","3.16","0.50","9.60","6"
"6.40","0.28","0.45","8.60","0.057","47.00","223.00","0.99654","3.16","0.51","9.10","5"
"5.20","0.21","0.31","1.70","0.048","17.00","61.00","0.98953","3.24","0.37","12.00","7"
"7.10","0.24","0.34","1.20","0.045","6.00","132.00","0.99132","3.16","0.46","11.20","4"
"3.90","0.225","0.40","4.20","0.03","29.00","118.00","0.989","3.57","0.36","12.80","8"
"6.20","0.30","0.42","2.20","0.036","28.00","128.00","0.9901","3.13","0.38","11.60","6"
"6.00","0.31","0.32","7.40","0.175","47.00","159.00","0.9952","3.19","0.50","9.40","6"
"5.70","0.33","0.32","1.40","0.043","28.00","93.00","0.9897","3.31","0.50","12.30","6"
"5.90","0.32","0.19","14.50","0.042","37.00","115.00","0.99684","3.16","0.43","10.30","5"
"6.40","0.105","0.29","1.10","0.035","44.00","140.00","0.99142","3.17","0.55","10.70","7"
"6.40","0.31","0.50","5.80","0.038","42.00","111.00","0.99189","3.18","0.53","11.90","7"
"6.00","0.35","0.46","0.90","0.033","9.00","65.00","0.98934","3.24","0.35","12.10","4"
"7.00","0.17","0.42","1.00","0.075","19.00","71.00","0.99103","3.32","0.62","11.40","6"
"5.80","0.36","0.50","1.00","0.127","63.00","178.00","0.99212","3.10","0.45","9.70","5"
"5.70","0.40","0.35","5.10","0.026","17.00","113.00","0.99052","3.18","0.67","12.40","6"
"6.20","0.76","0.01","3.20","0.041","18.00","120.00","0.99026","3.20","0.94","13.70","7"
"6.10","0.41","0.20","12.60","0.032","54.00","136.00","0.99516","2.91","0.43","10.60","6"
"5.70","0.40","0.35","5.10","0.026","17.00","113.00","0.99052","3.18","0.67","12.40","6"
"6.50","0.28","0.34","4.60","0.054","22.00","130.00","0.99193","3.20","0.46","12.00","7"
"6.40","0.23","0.35","10.30","0.042","54.00","140.00","0.9967","3.23","0.47","9.20","5"
"6.00","0.34","0.29","6.10","0.046","29.00","134.00","0.99462","3.48","0.57","10.70","6"
"6.70","0.22","0.33","1.20","0.036","36.00","86.00","0.99058","3.10","0.76","11.40","6"
"6.70","0.50","0.36","11.50","0.096","18.00","92.00","0.99642","3.11","0.49","9.60","5"
"5.30","0.275","0.24","7.40","0.038","28.00","114.00","0.99313","3.38","0.51","11.00","6"
"5.20","0.405","0.15","1.45","0.038","10.00","44.00","0.99125","3.52","0.40","11.60","4"
"6.20","0.28","0.57","1.00","0.043","50.00","92.00","0.99004","3.17","0.36","11.50","6"
"5.60","0.34","0.25","2.50","0.046","47.00","182.00","0.99093","3.21","0.40","11.30","5"
"5.10","0.30","0.30","2.30","0.048","40.00","150.00","0.98944","3.29","0.46","12.20","6"
"5.20","0.25","0.23","1.40","0.047","20.00","77.00","0.99001","3.32","0.62","11.40","5"
"6.20","0.35","0.29","3.90","0.041","22.00","79.00","0.99005","3.10","0.59","12.066667","6"
"7.10","0.23","0.39","13.70","0.058","26.00","172.00","0.99755","2.90","0.46","9.00","6"
"6.00","0.43","0.34","7.60","0.045","25.00","118.00","0.99222","3.03","0.37","11.00","6"
"6.00","0.52","0.33","7.70","0.046","24.00","119.00","0.99224","3.04","0.38","11.00","6"
"6.20","0.36","0.32","4.00","0.036","44.00","92.00","0.98936","3.20","0.50","13.30","7"
"5.80","0.23","0.31","4.50","0.046","42.00","124.00","0.99324","3.31","0.64","10.80","6"
"6.60","0.24","0.33","10.10","0.032","8.00","81.00","0.99626","3.19","0.51","9.80","6"
"6.10","0.32","0.28","6.60","0.021","29.00","132.00","0.99188","3.15","0.36","11.45","7"
"5.00","0.20","0.40","1.90","0.015","20.00","98.00","0.9897","3.37","0.55","12.05","6"
"6.00","0.42","0.41","12.40","0.032","50.00","179.00","0.99622","3.14","0.60","9.70","5"
"6.20","0.38","0.42","2.50","0.038","34.00","117.00","0.99132","3.36","0.59","11.60","7"
"6.60","0.34","0.40","8.10","0.046","68.00","170.00","0.99494","3.15","0.50","9.533333","6"
"6.60","0.34","0.40","8.10","0.046","68.00","170.00","0.99494","3.15","0.50","9.55","6"
"6.80","0.22","0.36","1.20","0.052","38.00","127.00","0.9933","3.04","0.54","9.20","5"
"6.50","0.23","0.38","1.30","0.032","29.00","112.00","0.99298","3.29","0.54","9.70","5"
"6.20","0.21","0.29","1.60","0.039","24.00","92.00","0.99114","3.27","0.50","11.20","6"
"6.00","0.21","0.38","0.80","0.02","22.00","98.00","0.98941","3.26","0.32","11.80","6"
